tid,toi,toidisplay,tfopwg_disp,disposition_group,pl_orbper,pl_rade,st_tmag,st_teff,st_rad,missing_feature_count,missing_feature_names,rowupdate,release_date
50365310,1000.01,TOI-1000.01,FP,false_positive_or_alarm,2.1713484,5.8181633,9.604,10249.0,2.16986,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
88863718,1001.01,TOI-1001.01,PC,candidate_for_prediction,1.9316462,11.2154,9.42344,7070.0,2.01,0,,2023-04-03 14:31:04,2026-05-15 16:14:29
124709665,1002.01,TOI-1002.01,FP,false_positive_or_alarm,1.8675574,23.7529,9.299501,8924.0,5.73,0,,2022-07-11 16:02:02,2026-05-15 16:14:29
106997505,1003.01,TOI-1003.01,FP,false_positive_or_alarm,2.74323,,9.3003,5388.5,,2,pl_rade;st_rad,2022-02-23 10:10:02,2026-05-15 16:14:29
238597883,1004.01,TOI-1004.01,FP,false_positive_or_alarm,3.5730141,11.3113,9.1355,9219.0,2.15,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
169904935,1005.01,TOI-1005.01,FP,false_positive_or_alarm,4.5505945,7.10841,9.1309,5613.0,1.09,0,,2025-07-08 10:08:01,2026-05-15 16:14:29
156115721,1006.01,TOI-1006.01,FP,false_positive_or_alarm,2.5047918,8.6950898,9.2386,6616.0,1.53429,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
65212867,1007.01,TOI-1007.01,PC,candidate_for_prediction,6.9989206,14.7752,8.87759,6596.0,2.7,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
440801822,1008.01,TOI-1008.01,FP,false_positive_or_alarm,2.0483755,3.19621,8.9362,6858.5,1.57,0,,2023-12-08 16:02:02,2026-05-15 16:14:29
107782586,1009.01,TOI-1009.01,PC,candidate_for_prediction,1.9600277,,8.4331,8868.7,,2,pl_rade;st_rad,2024-01-17 10:08:02,2026-05-15 16:14:29
231663901,101.01,TOI-101.01,KP,confirmed_or_known_planet,1.4303699,13.1874503,12.4069,5600.0,0.890774,0,,2024-09-06 10:08:02,2026-05-15 16:14:29
139853601,1010.01,TOI-1010.01,FP,false_positive_or_alarm,0.6808702,5.9115908,8.45086,9438.0,1.0,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
114018671,1011.01,TOI-1011.01,PC,candidate_for_prediction,2.4705036,1.44656,8.2388,5413.7,0.94,0,,2026-01-26 16:00:01,2026-05-15 16:14:29
427508467,1012.01,TOI-1012.01,APC,candidate_for_prediction,0.884182,24.8132,8.12718,8928.0,2.72,0,,2023-03-10 12:02:48,2026-05-15 16:14:29
97700520,1013.01,TOI-1013.01,FP,false_positive_or_alarm,5.4255548,,7.6095,8868.7,,2,pl_rade;st_rad,2021-10-29 12:59:15,2026-05-15 16:14:29
96246348,1014.01,TOI-1014.01,FP,false_positive_or_alarm,1.4095184,,7.678,9307.0,,2,pl_rade;st_rad,2023-11-20 10:08:02,2026-05-15 16:14:29
155044736,1015.01,TOI-1015.01,FP,false_positive_or_alarm,1.3730466,42.1479417,10.7069,4897.0,6.7996101,0,,2023-12-20 16:02:19,2026-05-15 16:14:29
175310067,1016.01,TOI-1016.01,FP,false_positive_or_alarm,12.6889415,14.0608342,10.6257,7601.0,1.53641,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
182943944,1017.01,TOI-1017.01,FP,false_positive_or_alarm,1.10422,21.0448,10.6019,6995.2,1.61,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
291555748,1018.01,TOI-1018.01,FP,false_positive_or_alarm,4.95912,22.9123,10.6254,5889.0,2.0,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
341420329,1019.01,TOI-1019.01,PC,candidate_for_prediction,5.2341008,24.2931408,10.6348,7645.0,1.56203,0,,2024-02-16 10:08:02,2026-05-15 16:14:29
149603524,102.01,TOI-102.01,KP,confirmed_or_known_planet,4.4119372,15.0648739,9.7109,6280.0,1.21,0,,2026-04-17 10:08:01,2026-05-15 16:14:29
140706664,1020.01,TOI-1020.01,FP,false_positive_or_alarm,3.28892,,10.7173,8734.2,,2,pl_rade;st_rad,2021-10-29 12:59:15,2026-05-15 16:14:29
143994283,1021.01,TOI-1021.01,FP,false_positive_or_alarm,1.90879,3.34688,10.5551,6022.6,1.22,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
47384844,1022.01,TOI-1022.01,FA,false_positive_or_alarm,3.09574,3.4262,8.72924,6084.0,1.41,0,,2023-06-06 12:02:56,2026-05-15 16:14:29
238374636,1023.01,TOI-1023.01,FP,false_positive_or_alarm,1.3214483,21.8839,9.697,5050.8,2.99,0,,2021-12-07 16:02:02,2026-05-15 16:14:29
141482386,1024.01,TOI-1024.01,FP,false_positive_or_alarm,18.0157,21.644,10.0814,4709.0,7.61,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
297967252,1025.01,TOI-1025.01,FP,false_positive_or_alarm,9.6837908,25.3602704,5.5324,8598.7,,1,st_rad,2025-12-11 10:08:01,2026-05-15 16:14:29
388624270,1026.01,TOI-1026.01,FP,false_positive_or_alarm,14.2628757,2.4765813,9.9138,5690.0,0.853898,0,,2025-09-02 16:00:02,2026-05-15 16:14:29
20318757,1027.01,TOI-1027.01,PC,candidate_for_prediction,3.2834565,2.87648,10.2103,4272.0,0.68,0,,2023-06-05 12:03:22,2026-05-15 16:14:29
20318757,1027.02,TOI-1027.02,PC,candidate_for_prediction,11.02875,2.76586,10.2103,4272.0,0.68,0,,2024-09-01 12:02:56,2026-05-15 16:14:29
20318757,1027.03,TOI-1027.03,PC,candidate_for_prediction,5.0113292,2.52314,10.2103,4272.0,0.68,0,,2023-06-05 12:03:22,2026-05-15 16:14:29
447283466,1028.01,TOI-1028.01,FP,false_positive_or_alarm,1.01606,1.20704,7.9059,4634.0,0.68,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
374908020,1029.01,TOI-1029.01,FP,false_positive_or_alarm,36.22214,,6.841,,,3,pl_rade;st_teff;st_rad,2021-12-07 16:02:02,2026-05-15 16:14:29
336732616,103.01,TOI-103.01,KP,confirmed_or_known_planet,3.547854,14.581841,11.5232,6351.0,1.4,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
464296022,1030.01,TOI-1030.01,FP,false_positive_or_alarm,12.1246519,17.6729,9.5706,4807.6,1.07,0,,2023-05-31 10:10:01,2026-05-15 16:14:29
304021498,1031.01,TOI-1031.01,FP,false_positive_or_alarm,5.652623,8.94354,9.7318,6415.4,1.92,0,,2024-09-19 10:08:01,2026-05-15 16:14:29
146589986,1032.01,TOI-1032.01,PC,candidate_for_prediction,5.6643704,14.7738943,9.7611,10395.0,2.3383701,0,,2024-01-17 10:08:02,2026-05-15 16:14:29
149601557,1033.01,TOI-1033.01,FP,false_positive_or_alarm,29.0161646,6.8208109,10.0163,6113.1,2.01,0,,2025-10-08 16:00:02,2026-05-15 16:14:29
400595342,1034.01,TOI-1034.01,FP,false_positive_or_alarm,3.6404389,3.7025342,9.8174,9810.0,1.60776,0,,2025-09-05 10:08:01,2026-05-15 16:14:29
361413119,1035.01,TOI-1035.01,PC,candidate_for_prediction,6.0744477,30.9493217,10.1126,5964.0,2.4303801,0,,2025-07-09 16:00:02,2026-05-15 16:14:29
146172354,1036.01,TOI-1036.01,PC,candidate_for_prediction,3.7795212,5.98375,10.2855,5771.0,1.18,0,,2023-05-05 16:02:01,2026-05-15 16:14:29
363260203,1037.01,TOI-1037.01,FP,false_positive_or_alarm,1.2025238,6.31106,9.0211,9158.0,1.74,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
90544017,1038.01,TOI-1038.01,FP,false_positive_or_alarm,3.2235985,5.51341,8.7157,8904.0,2.17,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
461867584,1039.01,TOI-1039.01,APC,candidate_for_prediction,4.420125,,8.5483,,,3,pl_rade;st_teff;st_rad,2023-05-05 16:02:01,2026-05-15 16:14:29
231670397,104.01,TOI-104.01,KP,confirmed_or_known_planet,4.0872956,13.6237732,9.8638,6036.0,2.2186699,0,,2023-10-16 16:02:02,2026-05-15 16:14:29
310483807,1040.01,TOI-1040.01,FP,false_positive_or_alarm,2.55555,12.5272602,8.3854,10037.0,6.04,0,,2025-11-06 16:00:01,2026-05-15 16:14:29
385624852,1041.01,TOI-1041.01,FP,false_positive_or_alarm,8.30792,43.1068,8.0981,9081.0,3.05,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
360286627,1042.01,TOI-1042.01,FP,false_positive_or_alarm,0.758082,10.1273702,9.718,9917.0,3.5086601,0,,2025-12-11 10:08:01,2026-05-15 16:14:29
90448944,1043.01,TOI-1043.01,FP,false_positive_or_alarm,1.4415577,3.61078,9.5719,6902.0,1.52,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
463402815,1044.01,TOI-1044.01,PC,candidate_for_prediction,1.0085089,,10.0031,5215.2,,2,pl_rade;st_rad,2023-05-11 16:02:02,2026-05-15 16:14:29
54044474,1045.01,TOI-1045.01,FP,false_positive_or_alarm,3.7039994,17.57,9.6306,7013.8,1.9,0,,2021-12-07 16:02:02,2026-05-15 16:14:29
309787037,1046.01,TOI-1046.01,FP,false_positive_or_alarm,1.3042553,9.36472,10.0119,6762.0,1.75,0,,2024-09-19 10:08:01,2026-05-15 16:14:29
370745311,1047.01,TOI-1047.01,FP,false_positive_or_alarm,0.62627,5.72162,10.2355,5622.0,0.93,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
384549882,1048.01,TOI-1048.01,FP,false_positive_or_alarm,0.30412,10.417,8.802,11892.0,2.52,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
16288184,1049.01,TOI-1049.01,KP,confirmed_or_known_planet,2.1805333,16.6994623,11.0657,6599.0,1.2714601,0,,2026-01-15 16:00:02,2026-05-15 16:14:29
144065872,105.01,TOI-105.01,KP,confirmed_or_known_planet,2.1846669,13.7127047,9.4995,5630.0,1.23824,0,,2026-04-08 16:00:02,2026-05-15 16:14:29
66818296,1050.01,TOI-1050.01,KP,confirmed_or_known_planet,3.7354838,21.2315,11.0261,6650.0,1.57,0,,2022-10-05 10:10:01,2026-05-15 16:14:29
259863352,1051.01,TOI-1051.01,FA,false_positive_or_alarm,21.701669,2.3751494,7.1278,5625.0,1.56486,0,,2024-09-17 10:08:02,2026-05-15 16:14:29
317060587,1052.01,TOI-1052.01,CP,confirmed_or_known_planet,9.139804,3.0629855,9.0197,5958.2,1.58,0,,2023-07-24 12:03:31,2026-05-15 16:14:29
112395568,1053.01,TOI-1053.01,FP,false_positive_or_alarm,5.742625,13.088532,8.8849,5664.0,3.86959,0,,2024-09-19 10:08:01,2026-05-15 16:14:29
366989877,1054.01,TOI-1054.01,CP,confirmed_or_known_planet,15.5077855,2.43432,8.4362,6122.0,1.17,0,,2023-09-14 16:02:01,2026-05-15 16:14:29
320004517,1055.01,TOI-1055.01,CP,confirmed_or_known_planet,17.4713078,3.5766828,8.0888,5783.54,0.974669,0,,2024-10-01 10:08:01,2026-05-15 16:14:29
421894914,1056.01,TOI-1056.01,PC,candidate_for_prediction,5.3079507,3.0486928,9.6663,6124.3,1.36963,0,,2024-03-14 16:54:32,2026-05-15 16:14:29
323132914,1057.01,TOI-1057.01,PC,candidate_for_prediction,51.1701501,2.9366826,9.4091,5599.0,0.943356,0,,2024-12-05 16:02:02,2026-05-15 16:14:29
31553893,1058.01,TOI-1058.01,PC,candidate_for_prediction,11.1296441,12.8402271,9.3781,5785.0,3.4475601,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
380783252,1059.01,TOI-1059.01,PC,candidate_for_prediction,9.4496506,17.0216,9.7825,5509.0,0.94,0,,2023-10-16 16:02:02,2026-05-15 16:14:29
38846515,106.01,TOI-106.01,KP,confirmed_or_known_planet,2.8493827,16.0782163,10.3157,6900.0,1.77,0,,2026-02-17 16:00:01,2026-05-15 16:14:29
101230735,1060.01,TOI-1060.01,APC,candidate_for_prediction,2.0685633,3.89739,9.6652,5687.9,1.14,0,,2023-10-16 16:02:02,2026-05-15 16:14:29
253990973,1061.01,TOI-1061.01,FP,false_positive_or_alarm,0.540933,2.28501,9.7345,5525.0,1.21935,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
299799658,1062.01,TOI-1062.01,CP,confirmed_or_known_planet,4.1150576,2.30057,9.478,5394.0,0.89,0,,2023-10-16 16:02:02,2026-05-15 16:14:29
406976746,1063.01,TOI-1063.01,PC,candidate_for_prediction,10.0665238,2.7272824,9.0689,5552.0,0.791742,0,,2025-07-09 16:00:02,2026-05-15 16:14:29
79748331,1064.01,TOI-1064.01,CP,confirmed_or_known_planet,6.4438657,2.460344,10.0059,4803.0,0.737189,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
79748331,1064.02,TOI-1064.02,CP,confirmed_or_known_planet,12.2265595,2.6014766,10.0059,4803.0,0.737189,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
7088246,1065.01,TOI-1065.01,KP,confirmed_or_known_planet,2.1605155,12.5491935,13.2851,5780.0,1.2,0,,2026-04-15 10:08:02,2026-05-15 16:14:29
201604954,1066.01,TOI-1066.01,KP,confirmed_or_known_planet,4.606184,12.962219,11.9707,5670.0,1.07,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
201642601,1067.01,TOI-1067.01,KP,confirmed_or_known_planet,3.1316735,9.4995191,13.1686,4351.0,0.76701,0,,2024-03-14 16:54:32,2026-05-15 16:14:29
6663331,1068.01,TOI-1068.01,KP,confirmed_or_known_planet,3.180362,13.446487,13.2887,5498.0,0.92,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
31858843,1069.01,TOI-1069.01,KP,confirmed_or_known_planet,2.9776446,14.4339,10.4293,5703.0,1.22,0,,2023-10-16 16:02:02,2026-05-15 16:14:29
92352620,107.01,TOI-107.01,KP,confirmed_or_known_planet,3.9502008,20.5357,9.6433,6153.0,1.71,0,,2023-11-15 16:02:02,2026-05-15 16:14:29
31858844,1070.01,TOI-1070.01,FP,false_positive_or_alarm,2.9776152,26.88423,15.7114,5740.0,1.28,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
120247528,1071.01,TOI-1071.01,KP,confirmed_or_known_planet,3.5544026,13.200677,11.5803,5639.0,1.11499,0,,2025-08-29 16:00:02,2026-05-15 16:14:29
140830390,1072.01,TOI-1072.01,FP,false_positive_or_alarm,12.8379689,25.4886382,11.7106,5765.0,2.4494,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
158297421,1073.01,TOI-1073.01,CP,confirmed_or_known_planet,3.9228016,13.3368705,13.6699,4444.0,0.6983,0,,2021-12-09 10:10:02,2026-05-15 16:14:29
327301957,1074.01,TOI-1074.01,PC,candidate_for_prediction,13.9428705,2.4233421,10.6339,5206.0,0.741671,0,,2024-09-19 10:08:01,2026-05-15 16:14:29
351601843,1075.01,TOI-1075.01,CP,confirmed_or_known_planet,0.6047392,1.8625587,11.1186,4046.0,0.580337,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
360742636,1076.01,TOI-1076.01,KP,confirmed_or_known_planet,2.5495611,12.9171288,11.2474,5659.0,1.03997,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
369960846,1077.01,TOI-1077.01,PC,candidate_for_prediction,1.6062693,12.6436029,13.461,5192.0,0.984326,0,,2024-03-14 16:54:32,2026-05-15 16:14:29
370133522,1078.01,TOI-1078.01,CP,confirmed_or_known_planet,0.5182425,1.3485121,10.1165,3325.0,0.390989,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
379240073,1079.01,TOI-1079.01,PC,candidate_for_prediction,3.1644075,14.8814743,13.1284,6519.0,1.7234,0,,2024-02-29 10:08:02,2026-05-15 16:14:29
289793076,108.01,TOI-108.01,KP,confirmed_or_known_planet,3.0440495,12.3803804,13.163,5523.0,0.809868,0,,2026-01-10 10:08:01,2026-05-15 16:14:29
161032923,1080.01,TOI-1080.01,CP,confirmed_or_known_planet,3.9652485,1.2305102,12.7067,3296.0,0.199988,0,,2026-03-03 12:06:51,2026-05-15 16:14:29
253728991,1081.01,TOI-1081.01,PC,candidate_for_prediction,2.9840866,12.5116438,11.5247,6027.0,1.23975,0,,2026-04-23 16:00:02,2026-05-15 16:14:29
261108236,1082.01,TOI-1082.01,PC,candidate_for_prediction,16.3469053,3.5059571,11.8835,4310.0,0.649613,0,,2024-03-11 10:08:02,2026-05-15 16:14:29
322270620,1083.01,TOI-1083.01,PC,candidate_for_prediction,12.9802953,2.4241912,12.0936,3614.0,0.491323,0,,2024-12-05 16:02:02,2026-05-15 16:14:29
380589029,1084.01,TOI-1084.01,KP,confirmed_or_known_planet,1.3484961,15.8824638,12.2851,6346.0,1.14759,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
381979901,1085.01,TOI-1085.01,APC,candidate_for_prediction,3.2541181,14.9476,11.6577,6102.0,1.28,0,,2023-07-12 16:02:01,2026-05-15 16:14:29
468148930,1086.01,TOI-1086.01,PC,candidate_for_prediction,3.7178828,14.6986197,12.2303,5818.0,2.0840001,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
426077080,1087.01,TOI-1087.01,FP,false_positive_or_alarm,9.30992,14.2968,9.4142,6907.0,3.09,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
343648136,1088.01,TOI-1088.01,FA,false_positive_or_alarm,1.15395,5.48364,10.4613,6093.0,1.4,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
129319156,1089.01,TOI-1089.01,FP,false_positive_or_alarm,4.73703,25.7144,10.3918,11600.0,2.48,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
29344935,109.01,TOI-109.01,KP,confirmed_or_known_planet,2.76676,12.2867389,13.2366,5346.0,0.984866,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
361034196,1090.01,TOI-1090.01,FP,false_positive_or_alarm,2.19296,22.7769,10.0196,7009.8,2.95,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
193413306,1091.01,TOI-1091.01,PC,candidate_for_prediction,1.725841,15.0024,9.3529,7348.0,2.39,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
387079085,1092.01,TOI-1092.01,FP,false_positive_or_alarm,1.1923,30.666,9.0039,6534.0,2.04,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
382331352,1093.01,TOI-1093.01,FP,false_positive_or_alarm,11.47606,,10.0067,,,3,pl_rade;st_teff;st_rad,2021-10-29 12:59:15,2026-05-15 16:14:29
136274063,1094.01,TOI-1094.01,APC,candidate_for_prediction,0.5971314,9.08382,9.9806,7710.0,2.28,0,,2022-10-05 10:10:01,2026-05-15 16:14:29
375223080,1095.01,TOI-1095.01,PC,candidate_for_prediction,1.4821386,13.7339261,10.4291,7066.0,2.6647301,0,,2024-12-05 16:02:02,2026-05-15 16:14:29
375225453,1096.01,TOI-1096.01,FP,false_positive_or_alarm,0.9209526,5.7349089,10.11,6553.0,2.8908899,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
360630575,1097.01,TOI-1097.01,CP,confirmed_or_known_planet,9.188506,2.16591,8.7215,5876.0,0.98,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
360630575,1097.02,TOI-1097.02,CP,confirmed_or_known_planet,13.9028391,2.6136848,8.7215,5876.0,0.983215,0,,2023-03-03 12:03:04,2026-05-15 16:14:29
383390264,1098.01,TOI-1098.01,CP,confirmed_or_known_planet,10.1826983,3.0538057,8.7581,6153.0,1.14582,0,,2024-02-13 10:08:02,2026-05-15 16:14:29
290348383,1099.01,TOI-1099.01,CP,confirmed_or_known_planet,6.441006,2.56374,7.3661,4867.0,0.8,0,,2023-12-03 12:03:15,2026-05-15 16:14:29
281459670,110.01,TOI-110.01,KP,confirmed_or_known_planet,3.1743504,14.9172256,11.6714,5943.0,1.15706,0,,2024-09-09 10:08:01,2026-05-15 16:14:29
318608749,1100.01,TOI-1100.01,FP,false_positive_or_alarm,20.0731588,4.0506906,10.5135,6033.0,1.14849,0,,2024-10-18 10:08:02,2026-05-15 16:14:29
271581073,1101.01,TOI-1101.01,FP,false_positive_or_alarm,2.66903,9.36823,10.5891,5803.5,1.56,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
311890977,1102.01,TOI-1102.01,FP,false_positive_or_alarm,6.63371,2.75375,10.5652,4138.1,0.63,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
351603103,1103.01,TOI-1103.01,PC,candidate_for_prediction,2.94308,45.3525,10.5598,4437.0,3.13,0,,2022-07-11 16:02:02,2026-05-15 16:14:29
451599528,1104.01,TOI-1104.01,FP,false_positive_or_alarm,341.2791676,21.4801659,7.5622,6058.6,1.39203,0,,2025-12-11 16:00:01,2026-05-15 16:14:29
274151135,1105.01,TOI-1105.01,PC,candidate_for_prediction,10.8680523,2.90726,10.2809,4664.0,0.76,0,,2025-03-06 12:05:33,2026-05-15 16:14:29
384513078,1106.01,TOI-1106.01,PC,candidate_for_prediction,11.1149,14.7645,10.0717,5042.0,4.94,0,,2022-08-21 12:02:52,2026-05-15 16:14:29
394561119,1107.01,TOI-1107.01,CP,confirmed_or_known_planet,4.0782392,13.898174,10.0068,6501.0,1.74836,0,,2024-02-15 10:08:02,2026-05-15 16:14:29
295599256,1108.01,TOI-1108.01,FP,false_positive_or_alarm,7.14386,22.1531,9.941,7860.0,1.91,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
50309953,1109.01,TOI-1109.01,FP,false_positive_or_alarm,7.04083,8.46404,9.7906,5317.0,0.91,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
355703913,111.01,TOI-111.01,KP,confirmed_or_known_planet,2.1061569,13.086872,13.183,5380.0,0.940697,0,,2024-03-14 16:54:32,2026-05-15 16:14:29
446549905,1110.01,TOI-1110.01,FP,false_positive_or_alarm,2.4545635,11.1276,9.6789,6610.0,1.64,0,,2023-08-28 10:08:02,2026-05-15 16:14:29
412014494,1111.01,TOI-1111.01,FP,false_positive_or_alarm,11.4756978,14.1098,9.3871,7262.0,2.13,0,,2023-09-14 16:02:01,2026-05-15 16:14:29
369864738,1112.01,TOI-1112.01,FP,false_positive_or_alarm,2.78186,4.92567,9.5162,6819.0,2.21,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
290348382,1113.01,TOI-1113.01,FP,false_positive_or_alarm,6.4410082,4.59203,9.66865,3469.0,0.53,0,,2023-08-30 10:08:02,2026-05-15 16:14:29
409934330,1114.01,TOI-1114.01,APC,candidate_for_prediction,2.4887726,,8.1129,8048.0,,2,pl_rade;st_rad,2023-09-14 16:02:01,2026-05-15 16:14:29
379286801,1115.01,TOI-1115.01,APC,candidate_for_prediction,4.45199,15.8858,10.526,6708.3,1.57,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
304100538,1116.01,TOI-1116.01,PC,candidate_for_prediction,5.0100708,2.3107394,9.5268,5551.0,0.906282,0,,2024-09-19 10:08:01,2026-05-15 16:14:29
295541511,1117.01,TOI-1117.01,PC,candidate_for_prediction,2.2281625,2.56778,10.4055,5731.0,1.02,0,,2023-01-24 16:02:02,2026-05-15 16:14:29
90919952,1118.01,TOI-1118.01,FP,false_positive_or_alarm,4.13812,,10.5084,4898.4,,2,pl_rade;st_rad,2021-10-29 12:59:15,2026-05-15 16:14:29
261369656,1119.01,TOI-1119.01,APC,candidate_for_prediction,10.95663,23.9726,10.5024,6456.0,2.07,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
388104525,112.01,TOI-112.01,KP,confirmed_or_known_planet,2.4997996,13.8516093,11.6035,5650.0,1.13732,0,,2023-08-10 16:02:02,2026-05-15 16:14:29
143257766,1120.01,TOI-1120.01,FP,false_positive_or_alarm,1.66226,13.3343,10.4063,7301.0,1.64,0,,2022-07-14 16:02:02,2026-05-15 16:14:29
24094603,1121.01,TOI-1121.01,FP,false_positive_or_alarm,4.07611,,11.0605,,,3,pl_rade;st_teff;st_rad,2024-09-18 10:08:02,2026-05-15 16:14:29
304774444,1122.01,TOI-1122.01,FP,false_positive_or_alarm,3.6245513,4.3503,10.2934,6317.0,1.38,0,,2023-08-02 16:02:01,2026-05-15 16:14:29
469782185,1123.01,TOI-1123.01,APC,candidate_for_prediction,1.20928,15.1764,10.2398,5159.8,1.27,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
128790976,1124.01,TOI-1124.01,APC,candidate_for_prediction,3.5187707,14.0061,7.2235,6690.0,1.49,0,,2023-09-14 10:08:02,2026-05-15 16:14:29
80166433,1125.01,TOI-1125.01,PC,candidate_for_prediction,0.7724825,4.1624907,8.0465,8271.0,2.5027299,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
405862830,1126.01,TOI-1126.01,FP,false_positive_or_alarm,1.6268695,2.36498,10.3579,5034.0,0.73,0,,2023-08-02 16:02:01,2026-05-15 16:14:29
269450900,1127.01,TOI-1127.01,FP,false_positive_or_alarm,2.32439,,7.3163,8268.5,,2,pl_rade;st_rad,2024-09-07 10:08:02,2026-05-15 16:14:29
425721385,1128.01,TOI-1128.01,FP,false_positive_or_alarm,13.5499,6.24633,9.7298,6209.0,1.63,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
91576611,1129.01,TOI-1129.01,FP,false_positive_or_alarm,4.43651,19.9664,8.7823,7101.9,2.32,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
97409519,113.01,TOI-113.01,KP,confirmed_or_known_planet,3.372877,14.201803,12.1893,6050.0,1.02,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
254113311,1130.01,TOI-1130.01,CP,confirmed_or_known_planet,8.34998,11.1424,10.1429,4236.0,0.74,0,,2025-07-22 12:04:25,2026-05-15 16:14:29
254113311,1130.02,TOI-1130.02,CP,confirmed_or_known_planet,4.0686405,3.7548333,10.1429,4236.0,0.741921,0,,2025-07-22 12:04:25,2026-05-15 16:14:29
198213332,1131.01,TOI-1131.01,PC,candidate_for_prediction,0.5860366,4.906408,9.2872,5579.0,2.39803,0,,2024-11-14 10:08:02,2026-05-15 16:14:29
267489265,1132.01,TOI-1132.01,FP,false_positive_or_alarm,1.5502952,3.34528,9.2293,7851.0,1.86,0,,2024-03-04 10:08:01,2026-05-15 16:14:29
69997672,1133.01,TOI-1133.01,FP,false_positive_or_alarm,1.80709,4.86242,9.11458,6244.0,2.2,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
122220263,1134.01,TOI-1134.01,FP,false_positive_or_alarm,18.6922101,18.1458,9.03609,6277.0,1.65,0,,2024-03-08 10:08:02,2026-05-15 16:14:29
154872375,1135.01,TOI-1135.01,CP,confirmed_or_known_planet,8.0277326,9.06883,9.02855,5962.7,1.15,0,,2025-07-18 16:00:01,2026-05-15 16:14:29
142276270,1136.01,TOI-1136.01,CP,confirmed_or_known_planet,12.5187279,5.58857,8.9361,5729.0,0.98,0,,2024-05-16 10:08:02,2026-05-15 16:14:29
142276270,1136.02,TOI-1136.02,CP,confirmed_or_known_planet,6.2586065,2.51593,8.9361,5729.0,0.98,0,,2024-05-08 10:08:01,2026-05-15 16:14:29
142276270,1136.03,TOI-1136.03,CP,confirmed_or_known_planet,26.3208756,2.71349,8.9361,5729.0,0.98,0,,2024-05-16 10:08:02,2026-05-15 16:14:29
142276270,1136.04,TOI-1136.04,CP,confirmed_or_known_planet,18.795547,2.1597669,8.9361,5729.0,0.977727,0,,2024-09-17 10:08:02,2026-05-15 16:14:29
89389197,1137.01,TOI-1137.01,PC,candidate_for_prediction,1.3206356,34.7561624,9.00558,4919.6,6.3070302,0,,2025-09-23 12:05:12,2026-05-15 16:14:29
110428269,1138.01,TOI-1138.01,FP,false_positive_or_alarm,0.64971,6.23181,8.90601,9994.0,2.59,0,,2021-10-29 12:59:15,2026-05-15 16:14:29
