tid,toi,toidisplay,tfopwg_disp,disposition_group,pl_orbper,pl_rade,st_tmag,st_teff,st_rad,missing_feature_count,missing_feature_names,rowupdate,release_date
298206077,2900.01,TOI-2900.01,PC,candidate_for_prediction,1.317173,,13.4609,4649.5,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
295093397,2901.01,TOI-2901.01,PC,candidate_for_prediction,4.6086828,20.3715,11.9357,8097.0,1.72,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
290302097,2902.01,TOI-2902.01,FP,false_positive_or_alarm,2.9918201,5.2899,12.7858,5301.0,0.89,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
268125229,2903.01,TOI-2903.01,PC,candidate_for_prediction,3.5947639,5.10241,12.7318,5594.0,0.93,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
267536225,2904.01,TOI-2904.01,PC,candidate_for_prediction,7.5010022,7.05091,12.5519,5673.0,1.31,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
260120451,2905.01,TOI-2905.01,PC,candidate_for_prediction,11.8790678,,12.41,5163.2,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
192259856,2906.01,TOI-2906.01,PC,candidate_for_prediction,3.7062792,13.4147,12.7318,6524.0,1.09,0,,2025-04-21 12:03:49,2026-05-15 16:14:29
192003741,2907.01,TOI-2907.01,PC,candidate_for_prediction,3.168632,,12.3447,6020.0,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
191671884,2908.01,TOI-2908.01,PC,candidate_for_prediction,5.4631023,5.85793,12.6467,6788.0,1.06,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
191496430,2909.01,TOI-2909.01,PC,candidate_for_prediction,3.0688259,9.43298,11.3289,7776.7,1.64,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
49710555,291.01,TOI-291.01,FP,false_positive_or_alarm,12.08837,18.1866,12.3035,5920.0,1.34,0,,2022-10-20 16:02:02,2026-05-15 16:14:29
141574742,2910.01,TOI-2910.01,PC,candidate_for_prediction,3.3080662,,13.3395,4989.6,,2,pl_rade;st_rad,2024-09-10 10:08:02,2026-05-15 16:14:29
141141249,2911.01,TOI-2911.01,PC,candidate_for_prediction,1.7701321,10.9547,13.381,4430.1,0.77,0,,2024-09-08 10:08:02,2026-05-15 16:14:29
118406995,2912.01,TOI-2912.01,PC,candidate_for_prediction,8.7614828,11.807,11.3838,6614.0,1.83,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
101588793,2913.01,TOI-2913.01,PC,candidate_for_prediction,7.0317936,10.9551,13.3564,4269.0,0.78,0,,2026-03-29 12:03:39,2026-05-15 16:14:29
90127880,2914.01,TOI-2914.01,PC,candidate_for_prediction,3.0515894,15.5322188,13.21,7902.0,1.94295,0,,2024-01-17 10:08:02,2026-05-15 16:14:29
89617284,2915.01,TOI-2915.01,PC,candidate_for_prediction,5.1304425,,12.5254,5003.8,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
76663549,2916.01,TOI-2916.01,PC,candidate_for_prediction,3.9216762,13.1754,13.108,6706.0,0.96,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
75744886,2917.01,TOI-2917.01,PC,candidate_for_prediction,7.9018734,,13.0699,4976.0,,2,pl_rade;st_rad,2025-05-19 12:03:23,2026-05-15 16:14:29
381996371,3178.01,TOI-3178.01,PC,candidate_for_prediction,2.9331094,,12.0729,,,3,pl_rade;st_teff;st_rad,2024-09-01 12:02:56,2026-05-15 16:14:29
378227267,3179.01,TOI-3179.01,PC,candidate_for_prediction,4.7076648,15.3769,12.0974,5904.0,1.18,0,,2024-09-01 12:02:56,2026-05-15 16:14:29
206352378,318.01,TOI-318.01,PC,candidate_for_prediction,3.7463765,10.6334288,13.2316,4696.0,0.775888,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
372960748,3180.01,TOI-3180.01,PC,candidate_for_prediction,2.0963263,12.906,12.7602,5809.0,1.56,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
372596796,3181.01,TOI-3181.01,FP,false_positive_or_alarm,3.5366743,13.338,12.298,5971.0,1.14,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
372448111,3182.01,TOI-3182.01,PC,candidate_for_prediction,5.0700956,5.54459,12.9615,5641.0,0.96,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
370385007,3183.01,TOI-3183.01,PC,candidate_for_prediction,4.2174286,18.2265,12.7414,6841.0,2.2,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
366248595,3184.01,TOI-3184.01,PC,candidate_for_prediction,3.6071588,11.5952,12.2859,6071.0,1.68,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
363661031,3185.01,TOI-3185.01,PC,candidate_for_prediction,3.5601365,14.1499,11.162,6762.0,1.93,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
363632843,3186.01,TOI-3186.01,PC,candidate_for_prediction,3.6130857,23.3477984,13.3586,7520.0,1.63648,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
245027119,3187.01,TOI-3187.01,PC,candidate_for_prediction,2.0084283,16.5313,11.1799,5438.8,4.54,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
363202582,3188.01,TOI-3188.01,PC,candidate_for_prediction,1.5659063,18.7417,13.4016,6356.0,1.6,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
361998994,3189.01,TOI-3189.01,FP,false_positive_or_alarm,1.84996,13.3315,13.6447,6320.0,1.37,0,,2025-05-04 12:04:17,2026-05-15 16:14:29
389753172,319.01,TOI-319.01,APC,candidate_for_prediction,0.7135373,16.1586,12.7464,4349.7,0.74,0,,2022-03-29 16:02:01,2026-05-15 16:14:29
344745774,3190.01,TOI-3190.01,PC,candidate_for_prediction,2.669856,16.192,13.3066,7833.0,2.0,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
342375120,3191.01,TOI-3191.01,PC,candidate_for_prediction,4.4367891,16.9119,12.1441,6426.0,2.42,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
336613507,3192.01,TOI-3192.01,PC,candidate_for_prediction,2.2350331,22.5855,12.882,7057.0,1.51,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
334757798,3193.01,TOI-3193.01,PC,candidate_for_prediction,2.3019268,,13.6132,5322.0,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
333511802,3194.01,TOI-3194.01,PC,candidate_for_prediction,3.6179419,11.142,13.3682,4460.0,0.87,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
358938714,3455.01,TOI-3455.01,APC,candidate_for_prediction,0.422425,8.6772,13.3477,5269.0,1.18,0,,2024-12-18 12:02:56,2026-05-15 16:14:29
357661805,3456.01,TOI-3456.01,PC,candidate_for_prediction,17.0298529,12.0922,12.0537,5022.0,0.92,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
357312511,3457.01,TOI-3457.01,PC,candidate_for_prediction,32.6012979,9.18821,11.6146,6067.8,1.35,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
340228388,3458.01,TOI-3458.01,PC,candidate_for_prediction,3.1726875,11.911,12.6553,5056.0,0.87,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
335860261,3459.01,TOI-3459.01,PC,candidate_for_prediction,8.4893234,,12.2014,5030.7,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
118327533,346.01,TOI-346.01,PC,candidate_for_prediction,16.56308,30.0184,12.7291,6177.0,1.35,0,,2024-04-23 10:09:23,2026-05-15 16:14:29
39858507,3460.01,TOI-3460.01,PC,candidate_for_prediction,4.6288384,17.2704,8.82719,5978.9,2.22,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
334080358,3461.01,TOI-3461.01,PC,candidate_for_prediction,11.4483792,10.4552,12.9682,6175.0,1.28,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
324116813,3462.01,TOI-3462.01,PC,candidate_for_prediction,6.3885628,7.62451,12.8749,5474.0,1.03,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
292889298,3463.01,TOI-3463.01,PC,candidate_for_prediction,2.2538878,,13.5313,,,3,pl_rade;st_teff;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
290504044,3464.01,TOI-3464.01,PC,candidate_for_prediction,3.6515704,12.4868,12.0719,6353.0,1.59,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
454361389,3465.01,TOI-3465.01,PC,candidate_for_prediction,3.9563671,,12.7896,5601.0,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
284254253,3466.01,TOI-3466.01,FP,false_positive_or_alarm,1.862908,13.9775,12.8482,5626.0,1.39,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
453289469,3467.01,TOI-3467.01,FP,false_positive_or_alarm,0.7799194,9.09676,12.8492,5473.0,2.04,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
282091493,3468.01,TOI-3468.01,FP,false_positive_or_alarm,3.3789946,8.56973,13.5709,4809.0,0.82,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
447192619,3469.01,TOI-3469.01,PC,candidate_for_prediction,2.6566986,17.7901,12.5805,6823.0,1.67,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
224271611,347.01,TOI-347.01,PC,candidate_for_prediction,4.040003,6.8572283,11.2043,5692.2,1.48298,0,,2025-06-04 16:00:01,2026-05-15 16:14:29
277538491,3470.01,TOI-3470.01,PC,candidate_for_prediction,3.2404614,18.8972,13.3259,5823.0,1.35,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
407166076,3471.01,TOI-3471.01,PC,candidate_for_prediction,8.7520247,12.7543,12.8852,5666.0,0.94,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
346015394,3722.01,TOI-3722.01,PC,candidate_for_prediction,1.0788649,18.4561494,13.186,4920.0,1.31,0,,2024-09-07 10:08:02,2026-05-15 16:14:29
3027681,3723.01,TOI-3723.01,PC,candidate_for_prediction,3.9442027,14.6517,13.3025,6518.1,1.22,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
143642240,3724.01,TOI-3724.01,PC,candidate_for_prediction,,13.5121,11.7012,6523.0,1.39,1,pl_orbper,2025-08-27 12:03:56,2026-05-15 16:14:29
339250695,3725.01,TOI-3725.01,FP,false_positive_or_alarm,4.7262208,12.4034204,13.135,5947.0,1.1428699,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
122695048,3726.01,TOI-3726.01,PC,candidate_for_prediction,4.8404431,17.700332,13.0789,5925.1,1.04742,0,,2025-12-09 12:03:42,2026-05-15 16:14:29
339207847,3727.01,TOI-3727.01,PC,candidate_for_prediction,13.3988634,12.8019377,11.6439,6475.0,1.46637,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
116257066,3728.01,TOI-3728.01,FP,false_positive_or_alarm,6.5019596,,11.1843,13253.0,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
322160664,3729.01,TOI-3729.01,PC,candidate_for_prediction,8.1744382,,12.9676,5051.3,,2,pl_rade;st_rad,2025-03-16 12:03:11,2026-05-15 16:14:29
9032368,373.01,TOI-373.01,FP,false_positive_or_alarm,1.632,9.24379,13.2889,5997.0,1.11,0,,2026-03-05 10:08:02,2026-05-15 16:14:29
417844678,3730.01,TOI-3730.01,PC,candidate_for_prediction,2.5404529,,13.1507,4837.0,,2,pl_rade;st_rad,2024-09-07 10:08:02,2026-05-15 16:14:29
115457180,3731.01,TOI-3731.01,APC,candidate_for_prediction,5.6619072,10.5138,11.0131,6294.0,1.37,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
321894059,3732.01,TOI-3732.01,PC,candidate_for_prediction,2.9594651,17.5182,12.4096,6633.2,2.35,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
321436679,3733.01,TOI-3733.01,FP,false_positive_or_alarm,2.1263167,22.1075367,12.6396,6361.4,2.2823701,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
105135774,3734.01,TOI-3734.01,PC,candidate_for_prediction,2.141186,,13.3835,4880.9,,2,pl_rade;st_rad,2025-12-20 12:05:40,2026-05-15 16:14:29
317252733,3735.01,TOI-3735.01,PC,candidate_for_prediction,3.3526843,11.1102207,11.3032,6245.0,1.0157599,0,,2024-09-23 12:03:08,2026-05-15 16:14:29
98620619,3736.01,TOI-3736.01,PC,candidate_for_prediction,2.2091186,20.0456418,13.3273,6876.0,1.79471,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
96074951,3737.01,TOI-3737.01,PC,candidate_for_prediction,5.5609997,15.2954,11.4963,5863.0,1.58,0,,2025-09-19 12:04:41,2026-05-15 16:14:29
312689217,3738.01,TOI-3738.01,PC,candidate_for_prediction,4.3847594,17.2316994,12.1502,6806.6,1.75577,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
74881311,2918.01,TOI-2918.01,PC,candidate_for_prediction,9.5680636,9.53977,13.2889,6511.0,0.99,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
74274839,2919.01,TOI-2919.01,PC,candidate_for_prediction,4.6957057,10.543,12.5917,5475.0,0.89,0,,2024-09-01 12:02:56,2026-05-15 16:14:29
180285396,292.01,TOI-292.01,PC,candidate_for_prediction,10.3688702,9.6582457,13.2806,4463.0,0.789514,0,,2024-04-25 10:08:01,2026-05-15 16:14:29
48210046,2920.01,TOI-2920.01,PC,candidate_for_prediction,3.2003149,18.204,12.8212,6060.0,1.4,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
45896295,2921.01,TOI-2921.01,PC,candidate_for_prediction,3.0044799,13.4546,12.8854,6302.0,1.25,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
45492609,2922.01,TOI-2922.01,PC,candidate_for_prediction,1.3605223,5.14347,11.7768,5924.0,1.15,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
45299834,2923.01,TOI-2923.01,PC,candidate_for_prediction,4.3226285,12.2227,12.8521,6153.0,1.25,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
45048546,2924.01,TOI-2924.01,PC,candidate_for_prediction,7.3498345,10.9465595,12.1466,6571.0,1.34715,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
44510874,2925.01,TOI-2925.01,PC,candidate_for_prediction,1.5720089,8.25698,11.49,7164.0,1.51,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
34499178,2926.01,TOI-2926.01,PC,candidate_for_prediction,2.4249041,13.9253,13.1845,6632.0,1.92,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
33651215,2927.01,TOI-2927.01,PC,candidate_for_prediction,1.3868302,14.7174,13.3754,7019.0,1.22,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
33159936,2928.01,TOI-2928.01,PC,candidate_for_prediction,2.8457134,10.8106,12.9639,6910.0,1.3,0,,2026-01-14 12:03:42,2026-05-15 16:14:29
31975443,2929.01,TOI-2929.01,PC,candidate_for_prediction,2.0391352,11.8618,13.2135,5773.0,0.89,0,,2025-01-16 12:03:04,2026-05-15 16:14:29
355637190,293.01,TOI-293.01,APC,candidate_for_prediction,0.8054361,8.06243,11.024,5905.0,1.4,0,,2022-03-29 16:02:01,2026-05-15 16:14:29
30300445,2930.01,TOI-2930.01,PC,candidate_for_prediction,7.2041454,10.8839,11.6526,7176.0,2.34,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
29505837,2931.01,TOI-2931.01,PC,candidate_for_prediction,8.6681997,11.0832,12.1511,6133.0,1.77,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
29418536,2932.01,TOI-2932.01,PC,candidate_for_prediction,3.2569118,15.9704,12.6396,7320.0,2.1,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
29336129,2933.01,TOI-2933.01,FP,false_positive_or_alarm,1.6363822,10.6745489,12.5246,6361.0,1.6787,0,,2024-09-08 10:08:02,2026-05-15 16:14:29
332880327,3195.01,TOI-3195.01,PC,candidate_for_prediction,0.6676722,17.2447,12.594,6842.0,2.82,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
331297805,3196.01,TOI-3196.01,PC,candidate_for_prediction,4.9816829,9.90628,12.4383,5670.0,0.91,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
331160996,3197.01,TOI-3197.01,PC,candidate_for_prediction,2.1972485,,13.5902,5146.9,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
121625070,3198.01,TOI-3198.01,PC,candidate_for_prediction,2.1271199,13.6834,12.6029,5483.2,1.08,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
330885564,3199.01,TOI-3199.01,PC,candidate_for_prediction,0.6756067,6.27738,13.0904,5411.0,0.92,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
188593930,320.01,TOI-320.01,FP,false_positive_or_alarm,1.46503,5.43222,12.3574,5912.5,0.88,0,,2021-12-06 16:02:02,2026-05-15 16:14:29
330014070,3200.01,TOI-3200.01,PC,candidate_for_prediction,6.3087809,,11.8912,5267.2,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
329921262,3201.01,TOI-3201.01,PC,candidate_for_prediction,2.3631898,,11.9963,4883.2,,2,pl_rade;st_rad,2024-09-07 10:08:02,2026-05-15 16:14:29
329691586,3202.01,TOI-3202.01,PC,candidate_for_prediction,1.5169786,6.64263,12.3574,5828.0,1.02,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
329609449,3203.01,TOI-3203.01,PC,candidate_for_prediction,4.2442882,13.1653,12.5757,6915.0,1.52,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
326662822,3204.01,TOI-3204.01,PC,candidate_for_prediction,4.0446543,,13.31,5172.7,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
322862882,3205.01,TOI-3205.01,FP,false_positive_or_alarm,1.2361087,8.82245,13.364,4313.2,0.59,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
321802774,3206.01,TOI-3206.01,PC,candidate_for_prediction,1.9405161,15.0354,12.6265,8213.0,1.94,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
320994166,3207.01,TOI-3207.01,PC,candidate_for_prediction,4.0996864,,13.3096,,,3,pl_rade;st_teff;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
319949055,3208.01,TOI-3208.01,PC,candidate_for_prediction,2.3577049,11.6588,13.3011,7822.0,1.39,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
319806044,3209.01,TOI-3209.01,PC,candidate_for_prediction,1.3509356,,13.0789,4297.6,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
175476629,321.01,TOI-321.01,FP,false_positive_or_alarm,1.14057,6.52263,12.8509,5349.5,0.84,0,,2021-12-06 16:02:02,2026-05-15 16:14:29
318668441,3210.01,TOI-3210.01,PC,candidate_for_prediction,2.2364485,24.5257,12.7521,6905.0,1.51,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
323002911,3211.01,TOI-3211.01,PC,candidate_for_prediction,3.5949457,11.7369,12.4531,6131.0,1.36,0,,2025-12-26 12:03:32,2026-05-15 16:14:29
275562670,3472.01,TOI-3472.01,FP,false_positive_or_alarm,1.5810556,13.941,13.5159,5985.0,0.76,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
406861922,3473.01,TOI-3473.01,PC,candidate_for_prediction,4.0358074,17.8847,13.0656,6599.0,1.56,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
274367763,3474.01,TOI-3474.01,PC,candidate_for_prediction,3.8795023,14.0735,11.9672,6048.0,1.26,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
403507814,3475.01,TOI-3475.01,PC,candidate_for_prediction,2.7812908,18.2165,12.2587,7560.0,1.63,0,,2024-09-01 12:02:56,2026-05-15 16:14:29
272983172,3476.01,TOI-3476.01,PC,candidate_for_prediction,4.3205081,14.5156,12.6718,7627.0,1.23,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
402391147,3477.01,TOI-3477.01,PC,candidate_for_prediction,3.3626798,14.2118,13.4138,6165.0,1.39,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
255909950,3478.01,TOI-3478.01,PC,candidate_for_prediction,1.82856,20.4999,12.3282,6078.0,1.53,0,,2024-09-01 12:02:56,2026-05-15 16:14:29
402219289,3479.01,TOI-3479.01,PC,candidate_for_prediction,2.1970052,12.6118,13.4326,5636.0,1.47,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
70785910,348.01,TOI-348.01,PC,candidate_for_prediction,0.4947938,8.7665514,12.2494,5879.0,1.5121,0,,2024-04-23 10:09:23,2026-05-15 16:14:29
254909777,3480.01,TOI-3480.01,PC,candidate_for_prediction,2.1301227,,12.4119,5830.0,,2,pl_rade;st_rad,2024-09-01 12:02:56,2026-05-15 16:14:29
396316939,3481.01,TOI-3481.01,PC,candidate_for_prediction,4.9214799,,12.8719,5055.0,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
254629854,3482.01,TOI-3482.01,FP,false_positive_or_alarm,0.9714298,8.81333,10.7989,6495.0,2.18,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
395926728,3483.01,TOI-3483.01,PC,candidate_for_prediction,1.4466788,12.978,12.8749,5881.0,1.81,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
221882319,3484.01,TOI-3484.01,PC,candidate_for_prediction,5.1890769,15.2719,11.5616,6195.0,1.81,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
394672497,3485.01,TOI-3485.01,PC,candidate_for_prediction,11.8413467,2.20757,9.6181,4554.0,0.77,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
394672497,3485.02,TOI-3485.02,PC,candidate_for_prediction,6.0379203,1.49811,9.6181,4554.0,0.77,0,,2025-02-24 12:03:31,2026-05-15 16:14:29
221861843,3486.01,TOI-3486.01,PC,candidate_for_prediction,2.217782,10.4759,11.4867,4841.0,0.81,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
301160638,3487.01,TOI-3487.01,APC,candidate_for_prediction,16.0085751,19.3218,10.1862,5992.0,1.08,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
394570569,3488.01,TOI-3488.01,PC,candidate_for_prediction,6.9625419,2.97636,11.7789,5727.0,0.95,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
311441461,3739.01,TOI-3739.01,PC,candidate_for_prediction,3.4471559,16.6194574,13.1072,6083.0,1.67828,0,,2024-09-10 10:08:02,2026-05-15 16:14:29
183675732,374.01,TOI-374.01,PC,candidate_for_prediction,5.4820954,13.3111519,12.9998,5719.0,1.28194,0,,2024-04-23 10:09:23,2026-05-15 16:14:29
87597187,3740.01,TOI-3740.01,FA,false_positive_or_alarm,2.0449361,21.3235,12.878,6247.6,1.22,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
701926762,3741.01,TOI-3741.01,PC,candidate_for_prediction,2.0449545,18.9624,13.1002,5086.8,0.97,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
286696848,3742.01,TOI-3742.01,FP,false_positive_or_alarm,8.9279009,15.0384,12.8814,3916.0,0.67,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
87091417,3743.01,TOI-3743.01,PC,candidate_for_prediction,2.1186344,,12.7508,3898.0,,2,pl_rade;st_rad,2025-12-20 12:05:40,2026-05-15 16:14:29
86075481,3744.01,TOI-3744.01,PC,candidate_for_prediction,3.9010509,15.3760904,12.4084,6257.0,2.7449501,0,,2024-09-08 10:08:02,2026-05-15 16:14:29
666567477,3745.01,TOI-3745.01,PC,candidate_for_prediction,1.6883103,7.5805,13.1464,4830.0,0.9,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
284747017,3746.01,TOI-3746.01,FP,false_positive_or_alarm,1.8012697,3.19942,11.7603,4570.0,0.75,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
647636934,3747.01,TOI-3747.01,PC,candidate_for_prediction,1.5503072,15.625642,12.5715,7747.0,1.98568,0,,2024-09-06 10:08:02,2026-05-15 16:14:29
82622707,3748.01,TOI-3748.01,PC,candidate_for_prediction,2.3753009,14.7510708,13.2064,6087.0,1.43317,0,,2025-12-14 12:03:49,2026-05-15 16:14:29
284174392,3749.01,TOI-3749.01,PC,candidate_for_prediction,1.8751894,14.0349,13.2474,5410.0,1.5,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
280097543,375.01,TOI-375.01,PC,candidate_for_prediction,9.4546478,12.7656513,10.4471,5001.6,3.2739301,0,,2025-08-30 12:03:47,2026-05-15 16:14:29
468777766,3750.01,TOI-3750.01,PC,candidate_for_prediction,12.4844641,8.49489,12.9865,3815.0,0.63,0,,2026-01-24 12:03:36,2026-05-15 16:14:29
284173938,3751.01,TOI-3751.01,PC,candidate_for_prediction,2.9157041,13.8344,12.8826,6400.6,1.2,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
81597356,3752.01,TOI-3752.01,PC,candidate_for_prediction,2.8054221,,12.8963,4879.0,,2,pl_rade;st_rad,2024-09-07 10:08:02,2026-05-15 16:14:29
467783290,3753.01,TOI-3753.01,FP,false_positive_or_alarm,3.6502527,21.323,12.4332,6630.3,1.95,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
81593515,3754.01,TOI-3754.01,PC,candidate_for_prediction,2.5312823,11.7709,11.8974,6170.0,2.98,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
28945511,2934.01,TOI-2934.01,PC,candidate_for_prediction,1.1239749,5.17993,12.8016,6220.0,0.95,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
24837152,2935.01,TOI-2935.01,PC,candidate_for_prediction,5.5698287,13.1629,13.4581,5751.6,1.22,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
22020459,2936.01,TOI-2936.01,FP,false_positive_or_alarm,1.3328042,7.33432,12.5961,6561.0,1.67,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
18794442,2937.01,TOI-2937.01,PC,candidate_for_prediction,2.0139493,23.9926,13.4212,6074.0,1.56,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
11417087,2938.01,TOI-2938.01,PC,candidate_for_prediction,4.942456,12.1509,11.4932,5516.0,0.92,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
5485318,2939.01,TOI-2939.01,PC,candidate_for_prediction,4.8306667,14.4419,12.6819,6567.0,1.44,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
188570092,294.01,TOI-294.01,CP,confirmed_or_known_planet,7.327945,9.49027,11.3875,4521.0,0.79,0,,2022-09-21 10:10:02,2026-05-15 16:14:29
5224772,2940.01,TOI-2940.01,PC,candidate_for_prediction,4.5991516,,13.487,5262.9,,2,pl_rade;st_rad,2024-08-22 10:08:01,2026-05-15 16:14:29
4729001,2941.01,TOI-2941.01,APC,candidate_for_prediction,0.7127815,16.3576,12.6858,5625.4,0.98,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
3840990,2942.01,TOI-2942.01,PC,candidate_for_prediction,3.525723,12.6783,12.9356,6442.0,1.85,0,,2026-03-29 12:03:39,2026-05-15 16:14:29
3233861,2943.01,TOI-2943.01,PC,candidate_for_prediction,0.7123317,13.7901,13.2005,4728.0,0.98,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
340700241,2944.01,TOI-2944.01,FP,false_positive_or_alarm,7.7925448,25.4471346,13.3106,6307.0,1.44678,0,,2025-12-11 10:08:01,2026-05-15 16:14:29
286152207,2945.01,TOI-2945.01,PC,candidate_for_prediction,3.2006677,15.3648,12.9512,7438.0,2.09,0,,2024-08-22 10:08:01,2026-05-15 16:14:29
